Iteration #, Size of Array, Size of Tiles, Time (Seconds), Error
2, 1000, 32, 3.91000, 0.0000000000
2, 1000, 33, 4.07000, 0.0000000000
2, 1000, 34, 3.89000, 0.0000000000
2, 1000, 35, 3.88000, 0.0000000000
2, 1000, 36, 3.89000, 0.0000000000
2, 1000, 37, 3.86000, 0.0000000000
2, 1000, 38, 4.01000, 0.0000000000
2, 1000, 39, 3.86000, 0.0000000000
2, 1000, 40, 4.00000, 0.0000000000
2, 1000, 41, 3.85000, 0.0000000000
2, 1000, 42, 3.96000, 0.0000000000
2, 1000, 43, 3.85000, 0.0000000000
2, 1000, 44, 3.85000, 0.0000000000
2, 1000, 45, 3.84000, 0.0000000000
2, 1000, 46, 3.85000, 0.0000000000
2, 1000, 47, 3.85000, 0.0000000000
2, 1000, 48, 3.85000, 0.0000000000
2, 1000, 49, 3.86000, 0.0000000000
2, 1000, 50, 3.86000, 0.0000000000
2, 1000, 51, 3.86000, 0.0000000000
2, 1000, 52, 3.86000, 0.0000000000
2, 1000, 53, 3.86000, 0.0000000000
2, 1000, 54, 3.85000, 0.0000000000
2, 1000, 55, 3.86000, 0.0000000000
2, 1000, 56, 3.86000, 0.0000000000
2, 1000, 57, 3.86000, 0.0000000000
2, 1000, 58, 3.86000, 0.0000000000
2, 1000, 59, 3.86000, 0.0000000000
2, 1000, 60, 3.85000, 0.0000000000
2, 1000, 61, 3.86000, 0.0000000000
2, 1000, 62, 3.86000, 0.0000000000
2, 1000, 63, 3.86000, 0.0000000000
2, 1000, 64, 3.87000, 0.0000000000
3, 1500, 16, 13.60000, 0.0000000000
3, 1500, 17, 13.57000, 0.0000000000
3, 1500, 18, 13.62000, 0.0000000000
3, 1500, 19, 14.27000, 0.0000000000
3, 1500, 20, 13.55000, 0.0000000000
3, 1500, 21, 13.47000, 0.0000000000
3, 1500, 22, 13.44000, 0.0000000000
3, 1500, 23, 13.39000, 0.0000000000
3, 1500, 24, 13.40000, 0.0000000000
3, 1500, 25, 13.33000, 0.0000000000
3, 1500, 26, 13.27000, 0.0000000000
3, 1500, 27, 13.25000, 0.0000000000
3, 1500, 28, 13.27000, 0.0000000000
3, 1500, 29, 13.20000, 0.0000000000
3, 1500, 30, 13.22000, 0.0000000000
3, 1500, 31, 13.18000, 0.0000000000
3, 1500, 32, 13.24000, 0.0000000000
3, 1500, 33, 13.69000, 0.0000000000
3, 1500, 34, 13.13000, 0.0000000000
3, 1500, 35, 13.07000, 0.0000000000
3, 1500, 36, 13.09000, 0.0000000000
3, 1500, 37, 13.05000, 0.0000000000
3, 1500, 38, 13.52000, 0.0000000000
3, 1500, 39, 13.02000, 0.0000000000
3, 1500, 40, 13.46000, 0.0000000000
3, 1500, 41, 12.99000, 0.0000000000
3, 1500, 42, 13.41000, 0.0000000000
3, 1500, 43, 13.00000, 0.0000000000
3, 1500, 44, 12.99000, 0.0000000000
3, 1500, 45, 12.96000, 0.0000000000
3, 1500, 46, 12.98000, 0.0000000000
3, 1500, 47, 12.97000, 0.0000000000
3, 1500, 48, 13.01000, 0.0000000000
3, 1500, 49, 13.02000, 0.0000000000
3, 1500, 50, 13.04000, 0.0000000000
3, 1500, 51, 13.05000, 0.0000000000
3, 1500, 52, 13.05000, 0.0000000000
3, 1500, 53, 13.05000, 0.0000000000
3, 1500, 54, 13.06000, 0.0000000000
3, 1500, 55, 13.05000, 0.0000000000
3, 1500, 56, 13.06000, 0.0000000000
3, 1500, 57, 13.03000, 0.0000000000
3, 1500, 58, 13.01000, 0.0000000000
3, 1500, 59, 13.00000, 0.0000000000
3, 1500, 60, 13.00000, 0.0000000000
3, 1500, 61, 13.02000, 0.0000000000
3, 1500, 62, 13.06000, 0.0000000000
3, 1500, 63, 13.01000, 0.0000000000
3, 1500, 64, 13.02000, 0.0000000000
4, 2000, 16, 32.42000, 0.0000000000
4, 2000, 17, 32.06000, 0.0000000000
4, 2000, 18, 32.19000, 0.0000000000
4, 2000, 19, 33.81000, 0.0000000000
4, 2000, 20, 32.02000, 0.0000000000
4, 2000, 21, 31.92000, 0.0000000000
4, 2000, 22, 31.79000, 0.0000000000
4, 2000, 23, 31.73000, 0.0000000000
4, 2000, 24, 31.96000, 0.0000000000
4, 2000, 25, 31.62000, 0.0000000000
4, 2000, 26, 31.52000, 0.0000000000
4, 2000, 27, 31.44000, 0.0000000000
4, 2000, 28, 31.49000, 0.0000000000
4, 2000, 29, 31.32000, 0.0000000000
4, 2000, 30, 31.34000, 0.0000000000
4, 2000, 31, 31.28000, 0.0000000000
4, 2000, 32, 31.50000, 0.0000000000
4, 2000, 33, 32.48000, 0.0000000000
4, 2000, 34, 31.14000, 0.0000000000
4, 2000, 35, 31.09000, 0.0000000000
4, 2000, 36, 31.04000, 0.0000000000
4, 2000, 37, 30.93000, 0.0000000000
4, 2000, 38, 32.02000, 0.0000000000
4, 2000, 39, 30.91000, 0.0000000000
4, 2000, 40, 31.98000, 0.0000000000
4, 2000, 41, 30.81000, 0.0000000000
4, 2000, 42, 31.77000, 0.0000000000
4, 2000, 43, 30.78000, 0.0000000000
4, 2000, 44, 30.81000, 0.0000000000
4, 2000, 45, 30.75000, 0.0000000000
4, 2000, 46, 30.81000, 0.0000000000
4, 2000, 47, 30.77000, 0.0000000000
4, 2000, 48, 30.91000, 0.0000000000
4, 2000, 49, 30.80000, 0.0000000000
4, 2000, 50, 30.80000, 0.0000000000
4, 2000, 51, 30.81000, 0.0000000000
4, 2000, 52, 30.84000, 0.0000000000
4, 2000, 53, 30.83000, 0.0000000000
4, 2000, 54, 30.85000, 0.0000000000
4, 2000, 55, 30.82000, 0.0000000000
4, 2000, 56, 30.84000, 0.0000000000
4, 2000, 57, 30.82000, 0.0000000000
4, 2000, 58, 30.82000, 0.0000000000
4, 2000, 59, 30.83000, 0.0000000000
4, 2000, 60, 30.90000, 0.0000000000
4, 2000, 61, 31.04000, 0.0000000000
4, 2000, 62, 30.84000, 0.0000000000
4, 2000, 63, 30.87000, 0.0000000000
4, 2000, 64, 30.94000, 0.0000000000
